Date,Price,Open,High,Low,Volume,Change
20/11/15,7856.55,7841.9,7906.95,7817.8,156.61M,0.18%
23/11/15,7849.25,7869.5,7877.5,7825.2,130.87M,-0.09%
24/11/15,7831.6,7837,7870.35,7812.65,134.56M,-0.22%
26/11/15,7883.8,7837.15,7897.1,7832,226.63M,0.67%
27/11/15,7942.7,7910.6,7959.3,7879.45,154.86M,0.75%
30/11/15,7935.25,7936.25,7966,7922.8,223.04M,-0.09%
01/12/15,7954.9,7958.15,7972.15,7934.15,142.94M,0.25%
02/12/15,7931.35,7976.7,7979.3,7910.8,130.21M,-0.30%
03/12/15,7864.15,7902.3,7912.3,7853.3,129.63M,-0.85%
04/12/15,7781.9,7817.6,7821.4,7775.7,157.23M,-1.05%
07/12/15,7765.4,7816.55,7825.4,7746.05,141.89M,-0.21%
08/12/15,7701.7,7738.5,7771.25,7685.45,139.32M,-0.82%
09/12/15,7612.5,7695.5,7702.85,7606.9,144.32M,-1.16%
10/12/15,7683.3,7643.3,7691.95,7610,145.25M,0.93%
11/12/15,7610.45,7699.6,7703.05,7575.3,173.00M,-0.95%
14/12/15,7650.05,7558.2,7663.95,7551.05,153.49M,0.52%
15/12/15,7700.9,7659.15,7705,7625.1,138.48M,0.66%
16/12/15,7750.9,7725.25,7776.6,7715.75,159.15M,0.65%
17/12/15,7844.35,7783.05,7852.9,7737.55,181.26M,1.21%
18/12/15,7761.95,7828.9,7836.15,7753.35,197.32M,-1.05%
21/12/15,7834.45,7745.65,7840.75,7733.45,130.17M,0.93%
22/12/15,7786.1,7829.4,7846.3,7776.85,129.63M,-0.62%
23/12/15,7865.95,7830.45,7871.45,7826.1,121.48M,1.03%
24/12/15,7861.05,7888.75,7888.75,7835.5,96.37M,-0.06%
28/12/15,7925.15,7863.2,7937.2,7863,126.74M,0.82%
29/12/15,7928.95,7929.2,7942.15,7902.75,116.54M,0.05%
30/12/15,7896.25,7938.6,7944.75,7889.85,110.15M,-0.41%
31/12/15,7946.35,7897.8,7955.55,7891.15,155.64M,0.63%
01/01/16,7963.2,7938.45,7972.55,7909.8,64.84M,0.21%
04/01/16,7791.3,7924.55,7937.55,7781.1,138.86M,-2.16%
05/01/16,7784.65,7828.4,7831.2,7763.25,149.67M,-0.09%
06/01/16,7741,7788.05,7800.95,7721.2,151.72M,-0.56%
07/01/16,7568.3,7673.35,7674.95,7556.6,194.73M,-2.23%
08/01/16,7601.35,7611.65,7634.1,7581.05,162.35M,0.44%
11/01/16,7563.85,7527.45,7605.1,7494.35,194.84M,-0.49%
12/01/16,7510.3,7587.2,7588.3,7487.8,168.98M,-0.71%
13/01/16,7562.4,7557.9,7590.95,7425.8,221.91M,0.69%
14/01/16,7536.8,7467.4,7604.8,7443.8,206.99M,-0.34%
15/01/16,7437.8,7561.65,7566.5,7427.3,203.64M,-1.31%
18/01/16,7351,7420.35,7463.65,7336.4,240.80M,-1.17%
19/01/16,7435.1,7381.8,7462.75,7364.15,194.07M,1.14%
20/01/16,7309.3,7357,7470.9,7241.5,232.61M,-1.69%
21/01/16,7276.8,7376.65,7398.7,7250,248.11M,-0.44%
22/01/16,7422.45,7355.7,7433.4,7327.6,236.28M,2.00%
25/01/16,7436.15,7468.75,7487.15,7421.2,168.20M,0.18%
27/01/16,7437.75,7469.6,7477.9,7419.7,193.39M,0.02%
28/01/16,7424.65,7426.5,7468.85,7409.6,283.04M,-0.18%
29/01/16,7563.55,7413.35,7575.65,7402.8,307.93M,1.87%
01/02/16,7555.95,7589.5,7600.45,7541.25,206.64M,-0.10%
02/02/16,7455.55,7566.65,7576.3,7428.05,237.34M,-1.33%
03/02/16,7361.8,7392.45,7419.4,7350.3,197.86M,-1.26%
04/02/16,7404,7411.45,7457.05,7365.95,229.56M,0.57%
05/02/16,7489.1,7418.25,7503.15,7406.65,257.52M,1.15%
08/02/16,7387.25,7489.7,7512.55,7363.2,176.76M,-1.36%
09/02/16,7298.2,7303.95,7323.45,7275.15,218.73M,-1.21%
10/02/16,7215.7,7264.3,7271.85,7177.75,254.48M,-1.13%
11/02/16,6976.35,7203.6,7208.65,6959.95,301.30M,-3.32%
12/02/16,6980.95,7023.65,7034.8,6869,344.21M,0.07%
15/02/16,7162.95,7057.35,7182.8,7056.8,365.22M,2.61%
16/02/16,7048.25,7201.25,7204.65,7037.7,261.61M,-1.60%
17/02/16,7108.45,7058.85,7123.7,6960.65,268.02M,0.85%
18/02/16,7191.75,7177.4,7215.1,7127.85,254.33M,1.17%
19/02/16,7210.75,7170.55,7226.85,7145.95,198.21M,0.26%
22/02/16,7234.55,7208.85,7252.4,7200.7,159.16M,0.33%
23/02/16,7109.55,7240.3,7241.7,7090.7,200.40M,-1.73%
24/02/16,7018.7,7075,7090.8,7009.75,205.90M,-1.28%
25/02/16,6970.6,7029.85,7034.2,6961.4,291.93M,-0.69%
26/02/16,7029.75,7039.3,7052.9,6985.1,213.14M,0.85%
29/02/16,6987.05,7050.45,7094.6,6825.8,487.97M,-0.61%
01/03/16,7222.3,7038.25,7235.5,7035.1,283.56M,3.37%
02/03/16,7368.85,7321.7,7380.35,7308.15,348.97M,2.03%
03/03/16,7475.6,7429.55,7483.95,7406.05,287.25M,1.45%
04/03/16,7485.35,7505.4,7505.9,7444.1,290.44M,0.13%
08/03/16,7485.3,7486.4,7527.15,7442.15,264.94M,0.00%
09/03/16,7531.8,7436.1,7539,7424.3,252.71M,0.62%
10/03/16,7486.15,7545.35,7547.1,7447.4,231.58M,-0.61%
11/03/16,7510.2,7484.85,7543.95,7460.6,204.81M,0.32%
14/03/16,7538.75,7542.6,7583.7,7515.05,172.07M,0.38%
15/03/16,7460.6,7535.85,7545.2,7452.8,199.65M,-1.04%
16/03/16,7498.75,7457.05,7508,7405.15,201.43M,0.51%
17/03/16,7512.55,7557.4,7585.3,7479.4,247.04M,0.18%
18/03/16,7604.35,7534.65,7613.6,7517.9,244.73M,1.22%
21/03/16,7704.25,7619.2,7713.55,7617.7,202.85M,1.31%
22/03/16,7714.9,7695.55,7728.2,7643.8,215.36M,0.14%
23/03/16,7716.5,7717.45,7726.85,7670.6,205.80M,0.02%
28/03/16,7615.1,7741,7749.4,7587.7,249.90M,-1.31%
29/03/16,7597,7606.55,7652.9,7582.25,223.49M,-0.24%
30/03/16,7735.2,7651.1,7741.95,7643.45,239.84M,1.82%
31/03/16,7738.4,7727.65,7777.6,7702,391.91M,0.04%
01/04/16,7713.05,7718.05,7740.15,7666.1,189.57M,-0.33%
04/04/16,7758.8,7733.15,7764.45,7704.4,160.28M,0.59%
05/04/16,7603.2,7736.3,7736.3,7588.65,210.13M,-2.01%
06/04/16,7614.35,7636.05,7638.65,7591.75,170.65M,0.15%
07/04/16,7546.45,7630.4,7630.75,7535.85,241.68M,-0.89%
08/04/16,7555.2,7542.35,7569.35,7526.7,147.82M,0.12%
11/04/16,7671.4,7577.8,7678.8,7516.85,185.35M,1.54%
12/04/16,7708.95,7669.25,7717.4,7663.35,168.51M,0.49%
13/04/16,7850.45,7777.15,7864.8,7772.2,227.22M,1.84%
18/04/16,7914.7,7908.15,7920.6,7842.75,190.26M,0.82%
20/04/16,7914.75,7950.05,7950.4,7877.55,211.63M,0.00%
21/04/16,7912.05,7953.65,7978.45,7884.1,230.58M,-0.03%
22/04/16,7899.3,7891.8,7923.35,7873.35,188.99M,-0.16%
25/04/16,7855.05,7894.8,7911,7827,150.78M,-0.56%
26/04/16,7962.65,7828.15,7974.5,7822.55,208.66M,1.37%
27/04/16,7979.9,7942,7991,7940.55,213.17M,0.22%
28/04/16,7847.25,7967.4,7992,7834.45,301.48M,-1.66%
29/04/16,7849.8,7844.25,7889.05,7788.7,251.23M,0.03%
02/05/16,7805.9,7822.7,7829.8,7777.3,150.82M,-0.56%
03/05/16,7747,7824.8,7890.25,7735.15,192.27M,-0.75%
04/05/16,7706.55,7724.15,7749,7697.25,205.94M,-0.52%
05/05/16,7735.5,7731,7777.55,7706.85,190.79M,0.38%
06/05/16,7733.45,7717.65,7738.9,7678.35,168.66M,-0.03%
09/05/16,7866.05,7755.25,7873.65,7753.55,165.62M,1.71%
10/05/16,7887.8,7873.55,7896.9,7837.7,166.96M,0.28%
11/05/16,7848.85,7804.65,7893.1,7780.9,220.71M,-0.49%
12/05/16,7900.4,7871.45,7916.05,7849.65,157.44M,0.66%
13/05/16,7814.9,7881,7881,7784.2,185.06M,-1.08%
16/05/16,7860.75,7831.2,7873.9,7772.15,211.55M,0.59%
17/05/16,7890.75,7896.85,7940.1,7879.7,189.14M,0.38%
18/05/16,7870.15,7846.75,7882.05,7810.75,161.17M,-0.26%
19/05/16,7783.4,7875.5,7876.2,7766.8,175.71M,-1.10%
20/05/16,7749.7,7792.2,7812.4,7735.75,161.89M,-0.43%
23/05/16,7731.05,7813.95,7820.6,7722.2,177.35M,-0.24%
24/05/16,7748.85,7738.05,7761.55,7715.8,151.54M,0.23%
25/05/16,7934.9,7811.8,7941.2,7809.3,181.64M,2.40%
26/05/16,8069.65,7974.45,8083,7948.5,272.46M,1.70%
27/05/16,8156.65,8081.95,8164.2,8077.05,268.96M,1.08%
30/05/16,8178.5,8166.5,8200,8150.8,255.09M,0.27%
31/05/16,8160.1,8209.85,8213.6,8134.3,485.65M,-0.22%
01/06/16,8179.95,8179.2,8215.35,8171.05,200.37M,0.24%
02/06/16,8218.95,8156.9,8229.5,8154.75,187.32M,0.48%
03/06/16,8220.8,8246.2,8262,8209.85,390.65M,0.02%
06/06/16,8201.05,8228.75,8234.7,8186.05,176.88M,-0.24%
07/06/16,8266.45,8235.55,8294.95,8216.4,249.37M,0.80%
08/06/16,8273.05,8285.5,8288.9,8252.05,179.71M,0.08%
09/06/16,8203.6,8273.35,8273.35,8184.6,180.29M,-0.84%
10/06/16,8170.05,8180.25,8265.6,8162.85,187.76M,-0.41%
13/06/16,8110.6,8102.25,8125.25,8063.9,174.92M,-0.73%
14/06/16,8108.85,8134.4,8134.95,8069.5,150.04M,-0.02%
15/06/16,8206.6,8139.4,8213.2,8123.15,174.95M,1.21%
16/06/16,8140.75,8180.65,8180.65,8074.45,195.03M,-0.80%
17/06/16,8170.2,8176.65,8195.25,8135.8,171.84M,0.36%
20/06/16,8238.5,8115.75,8244.15,8107.35,173.75M,0.84%
21/06/16,8219.9,8255.4,8257.25,8202.15,141.16M,-0.23%
22/06/16,8203.7,8213.65,8238.35,8153.25,140.27M,-0.20%
23/06/16,8270.45,8201.15,8285.6,8188.3,158.85M,0.81%
24/06/16,8088.6,8029.1,8100.7,7927.05,306.80M,-2.20%
27/06/16,8094.7,8039.35,8120.65,8039.35,167.46M,0.08%
28/06/16,8127.85,8096.05,8146.35,8086.85,175.72M,0.41%
29/06/16,8204,8173.1,8212.4,8157.65,151.50M,0.94%
30/06/16,8287.75,8260.25,8308.15,8242.1,288.03M,1.02%
01/07/16,8328.35,8313.05,8356.75,8308.65,170.58M,0.49%
04/07/16,8370.7,8376.75,8398.45,8364.7,158.96M,0.51%
05/07/16,8335.95,8379.3,8381.45,8319.95,143.25M,-0.42%
07/07/16,8337.9,8342,8361.95,8317.7,160.33M,0.02%
08/07/16,8323.2,8350,8353.3,8287.55,142.16M,-0.18%
11/07/16,8467.9,8413.35,8475.25,8407.05,154.40M,1.74%
12/07/16,8521.05,8502.6,8526.6,8479.2,189.34M,0.63%
13/07/16,8519.5,8540.45,8550.25,8493.55,201.49M,-0.02%
14/07/16,8565,8515.75,8571.4,8500.7,158.74M,0.53%
15/07/16,8541.4,8565.45,8594.8,8510.05,228.60M,-0.28%
18/07/16,8508.7,8564.05,8587.1,8494.35,169.40M,-0.38%
19/07/16,8528.55,8514.3,8540.05,8476.7,173.05M,0.23%
20/07/16,8565.85,8515.45,8569.9,8512.55,165.35M,0.44%
21/07/16,8510.1,8582.7,8585.25,8503.45,154.58M,-0.65%
22/07/16,8541.2,8519.65,8548.95,8489.8,147.62M,0.37%
25/07/16,8635.65,8519.95,8641.15,8517.2,154.63M,1.11%
26/07/16,8590.65,8633.75,8644.9,8577.15,159.56M,-0.52%
27/07/16,8615.8,8599.4,8665,8572.05,189.80M,0.29%
28/07/16,8666.3,8636.95,8674.7,8625.25,240.72M,0.59%
29/07/16,8638.5,8668.3,8670.35,8631.15,161.94M,-0.32%
01/08/16,8636.55,8654.3,8711.3,8590.5,194.19M,-0.02%
02/08/16,8622.9,8647.45,8687.2,8611.4,174.56M,-0.16%
03/08/16,8544.85,8635.2,8635.45,8529.6,168.03M,-0.91%
04/08/16,8551.1,8599.95,8601.4,8518.15,169.78M,0.07%
05/08/16,8683.15,8600.2,8689.4,8590.15,162.78M,1.54%
08/08/16,8711.35,8712.85,8723.5,8697.6,177.88M,0.32%
09/08/16,8678.25,8727.8,8728.35,8638.2,206.26M,-0.38%
10/08/16,8575.3,8686.7,8690.1,8564.6,178.96M,-1.19%
11/08/16,8592.15,8572.8,8601.15,8540.05,195.12M,0.20%
12/08/16,8672.15,8605.45,8684.3,8604.45,272.01M,0.93%
16/08/16,8642.55,8670.25,8682.35,8600.45,231.77M,-0.34%
17/08/16,8624.05,8639.8,8667.1,8603.6,179.54M,-0.21%
18/08/16,8673.25,8648.85,8690.7,8645.05,169.43M,0.57%
19/08/16,8666.9,8694.3,8696.6,8647.1,197.77M,-0.07%
22/08/16,8629.15,8667,8684.85,8614,156.98M,-0.44%
23/08/16,8632.6,8628.35,8642.15,8580,193.30M,0.04%
24/08/16,8650.3,8648.5,8661.05,8620.9,154.17M,0.21%
25/08/16,8592.2,8668.85,8683.05,8583.65,219.74M,-0.67%
26/08/16,8572.55,8614.35,8622.95,8547.55,152.15M,-0.23%
29/08/16,8607.45,8583.75,8622,8543.75,133.72M,0.41%
30/08/16,8744.35,8646.75,8750.6,8642.25,154.83M,1.59%
31/08/16,8786.2,8754.05,8819.2,8754.05,373.42M,0.48%
01/09/16,8774.65,8793.6,8813.25,8759.95,246.34M,-0.13%
02/09/16,8809.65,8796.35,8824.1,8768.2,197.38M,0.40%
06/09/16,8943,8852.7,8950.85,8848.45,201.62M,1.51%
07/09/16,8917.95,8968.7,8968.7,8913.35,299.15M,-0.28%
08/09/16,8952.5,8915.5,8960.35,8896,223.94M,0.39%
09/09/16,8866.7,8934.3,8939.15,8858.7,181.34M,-0.96%
12/09/16,8715.6,8732.95,8746.95,8699.4,190.20M,-1.70%
14/09/16,8726.6,8710.65,8739.85,8688.9,189.98M,0.13%
15/09/16,8742.55,8743.85,8751.95,8704.35,149.89M,0.18%
16/09/16,8779.85,8780.85,8847.65,8750.5,274.04M,0.43%
19/09/16,8808.4,8788.45,8824.3,8774.2,135.81M,0.33%
20/09/16,8775.9,8816.1,8816.45,8759.3,140.72M,-0.37%
21/09/16,8777.15,8790.3,8826.85,8757.3,153.44M,0.01%
22/09/16,8867.45,8873.35,8893.35,8837.8,178.14M,1.03%
23/09/16,8831.55,8880.75,8885.2,8820.3,191.62M,-0.40%
26/09/16,8723.05,8807.9,8809.55,8715.1,169.05M,-1.23%
27/09/16,8706.4,8748.9,8768.5,8690.5,156.10M,-0.19%
28/09/16,8745.15,8711.2,8767.05,8703.15,170.64M,0.45%
29/09/16,8591.25,8792.7,8800.65,8558.25,384.40M,-1.76%
30/09/16,8611.15,8581.5,8637.15,8555.2,187.33M,0.23%
03/10/16,8738.1,8666.15,8745.2,8635,141.47M,1.47%
04/10/16,8769.15,8770,8783.65,8736.1,189.99M,0.36%
05/10/16,8743.95,8806.35,8806.95,8731.4,162.10M,-0.29%
06/10/16,8709.55,8768.7,8781.15,8684.65,168.71M,-0.39%
07/10/16,8697.6,8721.7,8723.7,8663.8,155.05M,-0.14%
10/10/16,8708.8,8735.35,8745.8,8703.95,111.79M,0.13%
13/10/16,8573.35,8671.5,8681.55,8541.35,218.86M,-1.56%
14/10/16,8583.4,8594,8604.45,8549.8,167.85M,0.12%
17/10/16,8520.4,8612.95,8615.4,8506.15,203.52M,-0.73%
18/10/16,8677.9,8556.05,8685.1,8555.9,216.63M,1.85%
19/10/16,8659.1,8697.5,8698.75,8636.7,177.40M,-0.22%
20/10/16,8699.4,8693.35,8727,8678.3,165.95M,0.47%
21/10/16,8693.05,8708.6,8709.1,8652.05,162.16M,-0.07%
24/10/16,8708.95,8709.85,8736.95,8684.15,161.97M,0.18%
25/10/16,8691.3,8721.7,8722.65,8663.45,195.70M,-0.20%
26/10/16,8615.25,8657.3,8657.3,8596.6,226.13M,-0.88%
27/10/16,8615.25,8607.1,8624.85,8550.25,250.34M,0.00%
28/10/16,8638,8625,8653.75,8581.75,180.91M,0.26%
30/10/16,8625.7,8672.35,8678.25,8616.25,166.11M,-0.14%
01/11/16,8626.25,8653.15,8669.6,8614.5,170.07M,0.01%
02/11/16,8514,8542.8,8549.5,8504.85,160.13M,-1.30%
03/11/16,8484.95,8499.85,8537.65,8476.15,175.77M,-0.34%
04/11/16,8433.75,8503.6,8504,8400.25,231.78M,-0.60%
07/11/16,8497.05,8535.75,8535.85,8481.45,178.07M,0.75%
08/11/16,8543.55,8540,8559.4,8480.1,201.76M,0.55%
09/11/16,8432,8067.5,8476.2,8002.25,323.97M,-1.31%
10/11/16,8525.75,8555.6,8598.45,8510.7,271.20M,1.11%
11/11/16,8296.3,8456.65,8460.6,8284.95,275.22M,-2.69%
15/11/16,8108.45,8284.85,8288.55,8093.2,370.30M,-2.26%
16/11/16,8111.6,8205.65,8210.05,8089.4,277.80M,0.04%
17/11/16,8079.95,8105.1,8151.25,8060.3,197.18M,-0.39%
18/11/16,8074.1,8097.55,8128.95,8048.3,166.20M,-0.07%
21/11/16,7929.1,8102.1,8102.45,7916.4,225.61M,-1.80%
22/11/16,8002.3,7989.15,8019.05,7938.15,216.68M,0.92%
23/11/16,8033.3,8051.2,8055.2,7973.1,186.60M,0.39%
24/11/16,7965.5,8011.8,8024.85,7952.55,268.62M,-0.84%
25/11/16,8114.3,8007.95,8122.25,7976.75,183.36M,1.87%
28/11/16,8126.9,8080.65,8146.5,8066.5,195.60M,0.16%
29/11/16,8142.15,8131.55,8197.35,8128.7,195.62M,0.19%
30/11/16,8224.5,8172.15,8234.25,8139.25,255.72M,1.01%
01/12/16,8192.9,8244,8250.8,8185.05,162.60M,-0.38%
02/12/16,8086.8,8153.55,8159.3,8070.05,176.77M,-1.30%
05/12/16,8128.75,8088.75,8141.9,8056.85,130.44M,0.52%
06/12/16,8143.15,8153.15,8178.7,8130.85,118.85M,0.18%
07/12/16,8102.05,8168.4,8190.45,8077.5,175.02M,-0.50%
08/12/16,8246.85,8152.1,8256.25,8151.75,146.86M,1.79%
09/12/16,8261.75,8271.7,8274.95,8241.95,154.34M,0.18%
12/12/16,8170.8,8230.65,8230.65,8154.45,111.43M,-1.10%
13/12/16,8221.8,8196.15,8228.85,8155.8,189.74M,0.62%
14/12/16,8182.45,8229.35,8229.4,8165.1,149.13M,-0.48%
15/12/16,8153.6,8128.4,8225.9,8121.95,187.43M,-0.35%
16/12/16,8139.45,8178.2,8178.7,8127.45,209.27M,-0.17%
19/12/16,8104.35,8126,8132.5,8094.85,110.67M,-0.43%
20/12/16,8082.4,8110.6,8124.1,8062.75,132.03M,-0.27%
21/12/16,8061.3,8105.85,8112.55,8053.25,127.54M,-0.26%
22/12/16,7979.1,8043.85,8046.45,7964.95,126.41M,-1.02%
23/12/16,7985.75,7972.5,8022.6,7942.05,127.92M,0.08%
26/12/16,7908.25,7965.1,7970.05,7893.8,110.17M,-0.97%
27/12/16,8032.85,7915.05,8044.65,7903.7,122.46M,1.58%
28/12/16,8034.85,8047.55,8100.55,8028.4,130.58M,0.02%
29/12/16,8103.6,8030.6,8111.1,8020.8,183.98M,0.86%
30/12/16,8185.8,8119.65,8197,8114.75,131.46M,1.01%
02/01/17,8179.5,8210.1,8212,8133.8,122.02M,-0.08%
03/01/17,8192.25,8196.05,8219.1,8148.6,131.19M,0.16%
04/01/17,8190.5,8202.65,8218.5,8180.9,136.48M,-0.02%
05/01/17,8273.8,8226.65,8282.65,8223.7,163.96M,1.02%
06/01/17,8243.8,8281.85,8306.85,8233.25,143.69M,-0.36%
09/01/17,8236.05,8259.35,8263,8227.75,102.21M,-0.09%
10/01/17,8288.6,8262.7,8293.8,8261,147.31M,0.64%
11/01/17,8380.65,8327.8,8389,8322.25,192.28M,1.11%
12/01/17,8407.2,8391.05,8417.2,8382.3,177.95M,0.32%
13/01/17,8400.35,8457.65,8461.05,8373.15,190.95M,-0.08%
16/01/17,8412.8,8390.95,8426.7,8374.4,127.94M,0.15%
17/01/17,8398,8415.05,8440.9,8378.3,125.78M,-0.18%
18/01/17,8417,8403.85,8460.3,8397.4,168.87M,0.23%
19/01/17,8435.1,8418.4,8445.15,8404.05,170.96M,0.22%
20/01/17,8349.35,8404.35,8423.65,8340.95,208.90M,-1.02%
23/01/17,8391.5,8329.6,8404.15,8327.2,200.99M,0.50%
24/01/17,8475.8,8407.05,8480.95,8398.15,184.75M,1.00%
25/01/17,8602.75,8499.45,8612.6,8493.95,301.49M,1.50%
27/01/17,8641.25,8610.5,8672.7,8606.9,283.91M,0.45%
30/01/17,8632.75,8635.55,8662.6,8617.75,314.11M,-0.10%
31/01/17,8561.3,8629.45,8631.75,8552.4,537.11M,-0.83%
01/02/17,8716.4,8570.35,8722.4,8537.5,337.80M,1.81%
02/02/17,8734.25,8724.75,8757.6,8685.8,292.33M,0.20%
03/02/17,8740.95,8735.15,8748.25,8707.75,196.94M,0.08%
06/02/17,8801.05,8785.45,8814.1,8770.2,200.40M,0.69%
07/02/17,8768.3,8805.7,8809.3,8741.05,233.30M,-0.37%
08/02/17,8769.05,8774.55,8791.25,8715,225.49M,0.01%
09/02/17,8778.4,8795.55,8821.4,8724.1,193.28M,0.11%
10/02/17,8793.55,8812.35,8822.1,8771.2,232.95M,0.17%
13/02/17,8805.05,8819.8,8826.9,8754.2,211.18M,0.13%
14/02/17,8792.3,8819.9,8820.45,8772.5,194.13M,-0.14%
15/02/17,8724.7,8778.95,8807.9,8712.85,222.83M,-0.77%
16/02/17,8778,8739,8783.95,8719.6,190.28M,0.61%
17/02/17,8821.7,8883.7,8896.45,8804.25,307.53M,0.50%
20/02/17,8879.2,8818.55,8886.25,8809.8,173.02M,0.65%
21/02/17,8907.85,8890.75,8920.8,8860.95,181.09M,0.32%
22/02/17,8926.9,8931.6,8960.75,8905.25,254.68M,0.21%
23/02/17,8939.5,8956.4,8982.15,8927.55,388.87M,0.14%
27/02/17,8896.7,8943.7,8951.8,8888.65,195.85M,-0.48%
28/02/17,8879.6,8898.95,8914.75,8867.6,302.72M,-0.19%
01/03/17,8945.8,8904.4,8960.8,8898.6,212.33M,0.75%
02/03/17,8899.75,8982.85,8992.5,8879.8,225.61M,-0.51%
03/03/17,8897.55,8883.5,8907.1,8860.1,208.92M,-0.02%
06/03/17,8963.45,8915.1,8967.8,8914,180.20M,0.74%
07/03/17,8946.9,8977.75,8977.85,8932.8,178.83M,-0.18%
08/03/17,8924.3,8950.7,8957.05,8891.95,183.33M,-0.25%
09/03/17,8927,8914.5,8945.8,8899.5,176.81M,0.03%
10/03/17,8934.55,8953.7,8975.7,8903.95,157.42M,0.08%
14/03/17,9087,9091.65,9122.75,9060.5,278.73M,1.71%
15/03/17,9084.8,9086.85,9106.55,9075.5,248.03M,-0.02%
16/03/17,9153.7,9129.65,9158.45,9128.55,215.10M,0.76%
17/03/17,9160.05,9207.8,9218.4,9147.6,295.55M,0.07%
20/03/17,9126.85,9166.95,9167.6,9116.3,342.40M,-0.36%
21/03/17,9121.5,9133.95,9147.75,9087.2,255.40M,-0.06%
22/03/17,9030.45,9047.2,9072.9,9019.3,239.46M,-1.00%
23/03/17,9086.3,9048.75,9099.05,9048.6,197.70M,0.62%
24/03/17,9108,9104,9133.55,9089.4,210.02M,0.24%
27/03/17,9045.2,9093.45,9094.85,9024.65,209.04M,-0.69%
28/03/17,9100.8,9081.5,9110.4,9079.8,188.99M,0.61%
29/03/17,9143.8,9128.7,9153.15,9109.1,250.90M,0.47%
30/03/17,9173.75,9142.6,9183.15,9136.35,333.41M,0.33%
31/03/17,9173.75,9158.9,9191.7,9152.1,196.77M,0.00%
03/04/17,9237.85,9220.6,9245.35,9192.4,143.44M,0.70%
05/04/17,9265.15,9264.4,9273.9,9215.4,190.53M,0.30%
06/04/17,9261.95,9245.8,9267.95,9218.85,191.94M,-0.03%
07/04/17,9198.3,9223.7,9250.5,9188.1,195.92M,-0.69%
10/04/17,9181.45,9225.6,9225.65,9174.85,139.97M,-0.18%
11/04/17,9237,9184.55,9242.7,9172.85,206.26M,0.61%
12/04/17,9203.45,9242.5,9246.4,9161.8,166.76M,-0.36%
13/04/17,9150.8,9202.5,9202.65,9144.95,171.70M,-0.57%
17/04/17,9139.3,9144.75,9160,9120.25,132.24M,-0.13%
18/04/17,9105.15,9163,9217.9,9095.45,179.57M,-0.37%
19/04/17,9103.5,9112.2,9120.5,9075.15,179.12M,-0.02%
20/04/17,9136.4,9108.1,9143.9,9102.65,175.63M,0.36%
21/04/17,9119.4,9179.1,9183.65,9088.75,159.98M,-0.19%
24/04/17,9217.95,9135.35,9225.4,9130.55,172.91M,1.08%
25/04/17,9306.6,9273.05,9309.2,9250.35,173.90M,0.96%
26/04/17,9351.85,9336.2,9367,9301.35,191.40M,0.49%
27/04/17,9342.15,9359.15,9367.15,9322.65,215.88M,-0.10%
28/04/17,9304.05,9340.95,9342.65,9282.25,167.23M,-0.41%
02/05/17,9313.8,9339.85,9352.55,9269.9,166.56M,0.10%
03/05/17,9311.95,9344.7,9346.3,9298.4,156.34M,-0.02%
04/05/17,9359.9,9360.95,9365.65,9323.25,277.90M,0.51%
05/05/17,9285.3,9374.55,9377.1,9272,239.13M,-0.80%
08/05/17,9314.05,9311.45,9338.7,9297.95,179.71M,0.31%
09/05/17,9316.85,9337.35,9338.95,9307.7,136.42M,0.03%
10/05/17,9407.3,9339.65,9414.75,9336,157.36M,0.97%
11/05/17,9422.4,9448.6,9450.65,9411.3,176.44M,0.16%
12/05/17,9400.9,9436.65,9437.75,9372.55,159.08M,-0.23%
15/05/17,9445.4,9433.55,9449.25,9423.1,145.16M,0.47%
16/05/17,9512.25,9461,9517.2,9456.35,171.71M,0.71%
17/05/17,9525.75,9517.6,9532.6,9486.1,211.86M,0.14%
18/05/17,9429.45,9453.2,9489.1,9418.1,199.34M,-1.01%
19/05/17,9427.9,9469.9,9505.75,9390.75,259.86M,-0.02%
22/05/17,9438.25,9480.25,9498.65,9427.9,202.88M,0.11%
23/05/17,9386.15,9445.05,9448.05,9370,231.35M,-0.55%
24/05/17,9360.55,9410.9,9431.9,9341.65,218.26M,-0.27%
25/05/17,9509.75,9384.05,9523.3,9379.2,298.15M,1.59%
26/05/17,9595.1,9507.75,9604.9,9495.4,225.65M,0.90%
29/05/17,9604.9,9560.05,9637.75,9547.7,242.27M,0.10%
30/05/17,9624.55,9590.65,9635.3,9581.2,199.89M,0.20%
31/05/17,9621.25,9636.55,9649.6,9609.25,427.05M,-0.03%
01/06/17,9616.1,9603.55,9634.65,9589.9,181.53M,-0.05%
02/06/17,9653.5,9657.15,9673.5,9637.45,167.20M,0.39%
05/06/17,9675.1,9656.3,9687.2,9640.7,131.69M,0.22%
06/06/17,9637.15,9704.25,9709.3,9630.2,150.38M,-0.39%
07/06/17,9663.9,9663.95,9678.55,9630.55,165.67M,0.28%
08/06/17,9647.25,9682.4,9688.7,9641.5,160.16M,-0.17%
09/06/17,9668.25,9638.55,9676.25,9608.15,163.90M,0.22%
12/06/17,9616.4,9646.7,9647.05,9598.5,145.79M,-0.54%
13/06/17,9606.9,9615.55,9654.15,9595.4,133.73M,-0.10%
14/06/17,9618.15,9621.55,9627.4,9580.45,187.38M,0.12%
